(4-(m-Chlorophenylcarbamoyloxy)-2-butynyl)trimethylammonium Chloride	0
1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt	1
1,2-Dimethylhydrazine	2
1,2-Dipalmitoylphosphatidylcholine	3
1,4-alpha-Glucan Branching Enzyme	4
1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine	5
1-Acylglycerol-3-Phosphate O-Acyltransferase	6
1-Acylglycerophosphocholine O-Acyltransferase	7
1-Alkyl-2-acetylglycerophosphocholine Esterase	8
1-Butanol	9
1-Carboxyglutamic Acid	10
1-Deoxynojirimycin	11
1-Methyl-3-isobutylxanthine	12
1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine	13
1-Methyl-4-phenylpyridinium	14
1-Naphthylamine	15
1-Naphthylisothiocyanate	16
1-Octanol	17
1-Phosphatidylinositol 4-Kinase	18
1-Propanol	19
1-Pyrroline-5-Carboxylate Dehydrogenase	20
1-Sarcosine-8-Isoleucine Angiotensin II	21
11-Hydroxycorticosteroids	22
11-beta-Hydroxysteroid Dehydrogenase Type 1	23
11-beta-Hydroxysteroid Dehydrogenase Type 2	24
11-beta-Hydroxysteroid Dehydrogenases	25
12-Hydroxy-5,8,10,14-eicosatetraenoic Acid	26
14-3-3 Proteins	27
14-alpha Demethylase Inhibitors	28
15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid	29
15-Oxoprostaglandin 13-Reductase	30
16,16-Dimethylprostaglandin E2	31
17-Hydroxycorticosteroids	32
17-Hydroxysteroid Dehydrogenases	33
17-Ketosteroids	34
17-alpha-Hydroxypregnenolone	35
17-alpha-Hydroxyprogesterone	36
18-Hydroxycorticosterone	37
18-Hydroxydesoxycorticosterone	38
19-Iodocholesterol	39
2',3'-Cyclic Nucleotide 3'-Phosphodiesterase	40
2',3'-Cyclic-Nucleotide Phosphodiesterases	41
2',5'-Oligoadenylate Synthetase	42
2,2'-Dipyridyl	43
2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine	44
2,3-Diketogulonic Acid	45
2,3-Diphosphoglycerate	46
2,4,5-Trichlorophenoxyacetic Acid	47
2,4-Dichlorophenoxyacetic Acid	48
2,4-Dinitrophenol	49
2,5-Dimethoxy-4-Methylamphetamine	50
2,6-Dichloroindophenol	51
2-Acetolactate Mutase	52
2-Acetylaminofluorene	53
2-Amino-5-phosphonovalerate	54
2-Aminoadipate Transaminase	55
2-Aminoadipic Acid	56
2-Aminopurine	57
